,dataset,prefix,sampling,encoding,classifier,train_type,status
721,BPI15/f3/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
722,BPI15/f3/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
723,BPI15/f3/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
724,BPI15/f3/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
725,BPI15/f3/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
726,BPI15/f3/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
727,BPI15/f3/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
728,BPI15/f3/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
729,BPI15/f3/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
730,BPI15/f3/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
731,BPI15/f3/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
732,BPI15/f3/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
733,BPI15/f3/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
734,BPI15/f3/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
735,BPI15/f3/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
736,BPI15/f3/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
737,BPI15/f3/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
738,BPI15/f3/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
739,BPI15/f3/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
740,BPI15/f3/0-40_80-100,10,all_in_one,complex,perceptron,traditional,OK
741,BPI15/f3/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
742,BPI15/f3/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
743,BPI15/f3/40-60_80-100,10,all_in_one,complex,perceptron,incremental,OK
744,BPI15/f3/60-80_80-100,10,all_in_one,complex,perceptron,incremental,OK
745,BPI15/f3/0-40_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
746,BPI15/f3/0-60_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
747,BPI15/f3/0-80_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
748,BPI15/f3/40-60_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
749,BPI15/f3/60-80_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
750,BPI15/f3/0-40_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
751,BPI15/f3/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
752,BPI15/f3/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
753,BPI15/f3/40-60_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
754,BPI15/f3/60-80_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
755,BPI15/f3/0-40_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
756,BPI15/f3/0-60_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
757,BPI15/f3/0-80_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
758,BPI15/f3/40-60_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
759,BPI15/f3/60-80_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
760,BPI15/f3/0-40_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
761,BPI15/f3/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
762,BPI15/f3/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
763,BPI15/f3/40-60_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
764,BPI15/f3/60-80_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
765,BPI15/f3/0-40_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
766,BPI15/f3/0-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
767,BPI15/f3/0-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
768,BPI15/f3/40-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
769,BPI15/f3/60-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
770,BPI15/f3/0-40_80-100,30,all_in_one,complex,perceptron,traditional,OK
771,BPI15/f3/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
772,BPI15/f3/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
773,BPI15/f3/40-60_80-100,30,all_in_one,complex,perceptron,incremental,OK
774,BPI15/f3/60-80_80-100,30,all_in_one,complex,perceptron,incremental,OK
775,BPI15/f3/0-40_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
776,BPI15/f3/0-60_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
777,BPI15/f3/0-80_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
778,BPI15/f3/40-60_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
779,BPI15/f3/60-80_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
780,BPI15/f3/0-40_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
781,BPI15/f3/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
782,BPI15/f3/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
783,BPI15/f3/40-60_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
784,BPI15/f3/60-80_80-100,50,all_in_one,complex,multinomialNB,incremental,NOK
785,BPI15/f3/0-40_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
786,BPI15/f3/0-60_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
787,BPI15/f3/0-80_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
788,BPI15/f3/40-60_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
789,BPI15/f3/60-80_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
790,BPI15/f3/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
791,BPI15/f3/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
792,BPI15/f3/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
793,BPI15/f3/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
794,BPI15/f3/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
795,BPI15/f3/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
796,BPI15/f3/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
797,BPI15/f3/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
798,BPI15/f3/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
799,BPI15/f3/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
800,BPI15/f3/0-40_80-100,50,all_in_one,complex,perceptron,traditional,OK
801,BPI15/f3/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
802,BPI15/f3/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
803,BPI15/f3/40-60_80-100,50,all_in_one,complex,perceptron,incremental,OK
804,BPI15/f3/60-80_80-100,50,all_in_one,complex,perceptron,incremental,OK
805,BPI15/f3/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
806,BPI15/f3/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
807,BPI15/f3/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
808,BPI15/f3/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
809,BPI15/f3/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
810,BPI15/f3/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
811,BPI15/f3/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
812,BPI15/f3/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
813,BPI15/f3/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
814,BPI15/f3/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
815,BPI15/f3/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
816,BPI15/f3/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
817,BPI15/f3/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
818,BPI15/f3/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
819,BPI15/f3/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
820,BPI15/f3/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
821,BPI15/f3/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
822,BPI15/f3/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
823,BPI15/f3/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
824,BPI15/f3/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
825,BPI15/f3/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
826,BPI15/f3/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
827,BPI15/f3/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
828,BPI15/f3/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
829,BPI15/f3/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
830,BPI15/f3/0-40_80-100,70,all_in_one,complex,perceptron,traditional,OK
831,BPI15/f3/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
832,BPI15/f3/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
833,BPI15/f3/40-60_80-100,70,all_in_one,complex,perceptron,incremental,OK
834,BPI15/f3/60-80_80-100,70,all_in_one,complex,perceptron,incremental,OK
835,BPI15/f3/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
836,BPI15/f3/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
837,BPI15/f3/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
838,BPI15/f3/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
839,BPI15/f3/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
840,Drift1/f1/0-40_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
841,Drift1/f1/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
842,Drift1/f1/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
843,Drift1/f1/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
844,Drift1/f1/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
845,Drift1/f1/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
846,Drift1/f1/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
847,Drift1/f1/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
848,Drift1/f1/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
849,Drift1/f1/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
850,Drift1/f1/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
851,Drift1/f1/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
852,Drift1/f1/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
853,Drift1/f1/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
854,Drift1/f1/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
855,Drift1/f1/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
856,Drift1/f1/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
857,Drift1/f1/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
858,Drift1/f1/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
859,Drift1/f1/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
860,Drift1/f1/0-40_80-100,10,all_in_one,complex,perceptron,traditional,OK
861,Drift1/f1/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
862,Drift1/f1/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
863,Drift1/f1/40-60_80-100,10,all_in_one,complex,perceptron,incremental,OK
864,Drift1/f1/60-80_80-100,10,all_in_one,complex,perceptron,incremental,OK
865,Drift1/f1/0-40_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
866,Drift1/f1/0-60_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
867,Drift1/f1/0-80_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
868,Drift1/f1/40-60_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
869,Drift1/f1/60-80_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
870,Drift1/f1/0-40_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
871,Drift1/f1/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
872,Drift1/f1/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
873,Drift1/f1/40-60_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
874,Drift1/f1/60-80_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
875,Drift1/f1/0-40_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
876,Drift1/f1/0-60_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
877,Drift1/f1/0-80_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
878,Drift1/f1/40-60_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
879,Drift1/f1/60-80_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
880,Drift1/f1/0-40_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
881,Drift1/f1/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
882,Drift1/f1/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
883,Drift1/f1/40-60_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
884,Drift1/f1/60-80_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
885,Drift1/f1/0-40_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
886,Drift1/f1/0-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
887,Drift1/f1/0-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
888,Drift1/f1/40-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
889,Drift1/f1/60-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
890,Drift1/f1/0-40_80-100,30,all_in_one,complex,perceptron,traditional,OK
891,Drift1/f1/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
892,Drift1/f1/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
893,Drift1/f1/40-60_80-100,30,all_in_one,complex,perceptron,incremental,OK
894,Drift1/f1/60-80_80-100,30,all_in_one,complex,perceptron,incremental,OK
895,Drift1/f1/0-40_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
896,Drift1/f1/0-60_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
897,Drift1/f1/0-80_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
898,Drift1/f1/40-60_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
899,Drift1/f1/60-80_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
900,Drift1/f1/0-40_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
901,Drift1/f1/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
902,Drift1/f1/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
903,Drift1/f1/40-60_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
904,Drift1/f1/60-80_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
905,Drift1/f1/0-40_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
906,Drift1/f1/0-60_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
907,Drift1/f1/0-80_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
908,Drift1/f1/40-60_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
909,Drift1/f1/60-80_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
910,Drift1/f1/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
911,Drift1/f1/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
912,Drift1/f1/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
913,Drift1/f1/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
914,Drift1/f1/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
915,Drift1/f1/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
916,Drift1/f1/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
917,Drift1/f1/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
918,Drift1/f1/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
919,Drift1/f1/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
920,Drift1/f1/0-40_80-100,50,all_in_one,complex,perceptron,traditional,OK
921,Drift1/f1/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
922,Drift1/f1/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
923,Drift1/f1/40-60_80-100,50,all_in_one,complex,perceptron,incremental,OK
924,Drift1/f1/60-80_80-100,50,all_in_one,complex,perceptron,incremental,OK
925,Drift1/f1/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
926,Drift1/f1/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
927,Drift1/f1/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
928,Drift1/f1/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
929,Drift1/f1/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
930,Drift1/f1/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
931,Drift1/f1/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
932,Drift1/f1/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
933,Drift1/f1/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
934,Drift1/f1/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
935,Drift1/f1/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
936,Drift1/f1/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
937,Drift1/f1/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
938,Drift1/f1/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
939,Drift1/f1/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
940,Drift1/f1/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
941,Drift1/f1/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
942,Drift1/f1/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
943,Drift1/f1/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
944,Drift1/f1/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
945,Drift1/f1/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
946,Drift1/f1/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
947,Drift1/f1/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
948,Drift1/f1/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
949,Drift1/f1/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
950,Drift1/f1/0-40_80-100,70,all_in_one,complex,perceptron,traditional,OK
951,Drift1/f1/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
952,Drift1/f1/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
953,Drift1/f1/40-60_80-100,70,all_in_one,complex,perceptron,incremental,OK
954,Drift1/f1/60-80_80-100,70,all_in_one,complex,perceptron,incremental,OK
955,Drift1/f1/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
956,Drift1/f1/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
957,Drift1/f1/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
958,Drift1/f1/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
959,Drift1/f1/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
