,dataset,prefix,sampling,encoding,classifier,train_type,status
960,Drift2/f1/0-40_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
961,Drift2/f1/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
962,Drift2/f1/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
963,Drift2/f1/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
964,Drift2/f1/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
965,Drift2/f1/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
966,Drift2/f1/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
967,Drift2/f1/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
968,Drift2/f1/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
969,Drift2/f1/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
970,Drift2/f1/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
971,Drift2/f1/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
972,Drift2/f1/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
973,Drift2/f1/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
974,Drift2/f1/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
975,Drift2/f1/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
976,Drift2/f1/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
977,Drift2/f1/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
978,Drift2/f1/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
979,Drift2/f1/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
980,Drift2/f1/0-40_80-100,10,all_in_one,complex,perceptron,traditional,OK
981,Drift2/f1/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
982,Drift2/f1/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
983,Drift2/f1/40-60_80-100,10,all_in_one,complex,perceptron,incremental,OK
984,Drift2/f1/60-80_80-100,10,all_in_one,complex,perceptron,incremental,OK
985,Drift2/f1/0-40_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
986,Drift2/f1/0-60_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
987,Drift2/f1/0-80_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
988,Drift2/f1/40-60_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
989,Drift2/f1/60-80_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
990,Drift2/f1/0-40_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
991,Drift2/f1/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
992,Drift2/f1/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
993,Drift2/f1/40-60_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
994,Drift2/f1/60-80_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
995,Drift2/f1/0-40_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
996,Drift2/f1/0-60_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
997,Drift2/f1/0-80_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
998,Drift2/f1/40-60_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
999,Drift2/f1/60-80_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
1000,Drift2/f1/0-40_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1001,Drift2/f1/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1002,Drift2/f1/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1003,Drift2/f1/40-60_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
1004,Drift2/f1/60-80_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
1005,Drift2/f1/0-40_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1006,Drift2/f1/0-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1007,Drift2/f1/0-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1008,Drift2/f1/40-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1009,Drift2/f1/60-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1010,Drift2/f1/0-40_80-100,30,all_in_one,complex,perceptron,traditional,OK
1011,Drift2/f1/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
1012,Drift2/f1/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
1013,Drift2/f1/40-60_80-100,30,all_in_one,complex,perceptron,incremental,OK
1014,Drift2/f1/60-80_80-100,30,all_in_one,complex,perceptron,incremental,OK
1015,Drift2/f1/0-40_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
1016,Drift2/f1/0-60_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
1017,Drift2/f1/0-80_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
1018,Drift2/f1/40-60_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
1019,Drift2/f1/60-80_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
1020,Drift2/f1/0-40_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1021,Drift2/f1/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1022,Drift2/f1/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1023,Drift2/f1/40-60_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
1024,Drift2/f1/60-80_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
1025,Drift2/f1/0-40_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
1026,Drift2/f1/0-60_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
1027,Drift2/f1/0-80_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
1028,Drift2/f1/40-60_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
1029,Drift2/f1/60-80_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
1030,Drift2/f1/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
1031,Drift2/f1/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
1032,Drift2/f1/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
1033,Drift2/f1/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
1034,Drift2/f1/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
1035,Drift2/f1/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1036,Drift2/f1/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1037,Drift2/f1/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1038,Drift2/f1/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1039,Drift2/f1/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1040,Drift2/f1/0-40_80-100,50,all_in_one,complex,perceptron,traditional,OK
1041,Drift2/f1/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
1042,Drift2/f1/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
1043,Drift2/f1/40-60_80-100,50,all_in_one,complex,perceptron,incremental,OK
1044,Drift2/f1/60-80_80-100,50,all_in_one,complex,perceptron,incremental,OK
1045,Drift2/f1/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
1046,Drift2/f1/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
1047,Drift2/f1/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
1048,Drift2/f1/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
1049,Drift2/f1/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
1050,Drift2/f1/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1051,Drift2/f1/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1052,Drift2/f1/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1053,Drift2/f1/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
1054,Drift2/f1/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
1055,Drift2/f1/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
1056,Drift2/f1/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
1057,Drift2/f1/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
1058,Drift2/f1/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
1059,Drift2/f1/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
1060,Drift2/f1/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1061,Drift2/f1/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1062,Drift2/f1/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1063,Drift2/f1/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
1064,Drift2/f1/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,NOK
1065,Drift2/f1/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1066,Drift2/f1/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1067,Drift2/f1/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
1068,Drift2/f1/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1069,Drift2/f1/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1070,Drift2/f1/0-40_80-100,70,all_in_one,complex,perceptron,traditional,OK
1071,Drift2/f1/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
1072,Drift2/f1/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
1073,Drift2/f1/40-60_80-100,70,all_in_one,complex,perceptron,incremental,OK
1074,Drift2/f1/60-80_80-100,70,all_in_one,complex,perceptron,incremental,OK
1075,Drift2/f1/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
1076,Drift2/f1/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
1077,Drift2/f1/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
1078,Drift2/f1/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
1079,Drift2/f1/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
1080,BPI11/f1/0-60_80-100,2,only,simpleIndex,linear,traditional,OK
1081,46 Not found,10,all_in_one,complex,multinomialNB,traditional,OK
1082,46 Not found,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
1083,46 Not found,10,all_in_one,complex,SGDClassifier,traditional,OK
1084,Drift1/f1/40-55_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
1085,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
1086,Drift1/f1/40-55_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
1087,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1088,Drift1/f1/40-55_80-100,10,all_in_one,complex,perceptron,incremental,OK
1089,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
1090,Drift1/f1/40-55_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
1091,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
1092,Drift1/f1/40-55_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
1093,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1094,Drift1/f1/40-55_80-100,30,all_in_one,complex,perceptron,incremental,OK
1095,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
1096,Drift1/f1/40-55_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
1097,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
1098,Drift1/f1/40-55_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
1099,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1100,Drift1/f1/40-55_80-100,50,all_in_one,complex,perceptron,incremental,OK
1101,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
1102,Drift1/f1/40-55_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
1103,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
1104,Drift1/f1/40-55_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
1105,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1106,Drift1/f1/40-55_80-100,70,all_in_one,complex,perceptron,incremental,OK
1107,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
1108,Drift1/f1/40-55_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
1109,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
1110,Drift1/f1/40-55_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
1111,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1112,Drift1/f1/40-55_80-100,10,all_in_one,complex,perceptron,incremental,OK
1113,Drift1/f1/40-55_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
1114,Drift1/f1/40-55_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
1115,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
1116,Drift1/f1/40-55_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
1117,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1118,Drift1/f1/40-55_80-100,30,all_in_one,complex,perceptron,incremental,OK
1119,Drift1/f1/40-55_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
1120,Drift1/f1/40-55_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
1121,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
1122,Drift1/f1/40-55_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
1123,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1124,Drift1/f1/40-55_80-100,50,all_in_one,complex,perceptron,incremental,OK
1125,Drift1/f1/40-55_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
1126,Drift1/f1/40-55_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
1127,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
1128,Drift1/f1/40-55_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
1129,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
1130,Drift1/f1/40-55_80-100,70,all_in_one,complex,perceptron,incremental,OK
1131,Drift1/f1/40-55_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
1132,BPI11/f1/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
1133,BPI11/f1/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
1134,BPI11/f1/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
1135,BPI11/f1/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
1136,BPI11/f1/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
1137,BPI11/f1/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
1138,BPI11/f1/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
1139,BPI11/f1/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1140,BPI11/f1/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
1141,BPI11/f1/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
1142,BPI11/f1/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1143,BPI11/f1/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
1144,BPI11/f1/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1145,BPI11/f1/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,NOK
1146,BPI11/f1/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
1147,BPI11/f1/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1148,BPI11/f1/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,NOK
1149,BPI11/f1/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
1150,BPI11/f1/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1151,BPI11/f1/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1152,BPI11/f1/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
1153,BPI11/f1/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1154,BPI11/f1/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1155,BPI11/f1/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
1156,BPI11/f2/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
1157,BPI11/f2/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
1158,BPI11/f2/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
1159,BPI11/f2/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
1160,BPI11/f2/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
1161,BPI11/f2/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
1162,BPI11/f2/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
1163,BPI11/f2/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1164,BPI11/f2/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
1165,BPI11/f2/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
1166,BPI11/f2/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
1167,BPI11/f2/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
1168,BPI11/f2/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1169,BPI11/f2/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
1170,BPI11/f2/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
1171,BPI11/f2/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
1172,BPI11/f2/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
1173,BPI11/f2/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
1174,BPI11/f2/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1175,BPI11/f2/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1176,BPI11/f2/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
1177,BPI11/f2/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
1178,BPI11/f2/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
1179,BPI11/f2/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
1180,Drift1/f1/0-55_80-100,30,all_in_one,simpleIndex,randomForest,traditional,NOK
1181,Drift1/f1/0-55_80-100,30,all_in_one,complex,randomForest,traditional,NOK
1182,Drift1/f1/0-55_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,NOK
1183,Drift1/f1/0-55_80-100,30,all_in_one,complex,multinomialNB,traditional,NOK
1184,Drift1/f1/0-55_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
1185,Drift1/f1/0-55_80-100,30,all_in_one,complex,SGDClassifier,traditional,NOK
1186,Drift1/f1/0-55_80-100,50,all_in_one,simpleIndex,randomForest,traditional,NOK
1187,Drift1/f1/0-55_80-100,50,all_in_one,complex,randomForest,traditional,NOK
1188,Drift1/f1/0-55_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,NOK
1189,Drift1/f1/0-55_80-100,50,all_in_one,complex,multinomialNB,traditional,NOK
1190,Drift1/f1/0-55_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
1191,Drift1/f1/0-55_80-100,50,all_in_one,complex,SGDClassifier,traditional,NOK
1192,Drift1/f1/0-55_80-100,70,all_in_one,simpleIndex,randomForest,traditional,NOK
1193,Drift1/f1/0-55_80-100,70,all_in_one,complex,randomForest,traditional,NOK
1194,Drift1/f1/0-55_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,NOK
1195,Drift1/f1/0-55_80-100,70,all_in_one,complex,multinomialNB,traditional,NOK
1196,Drift1/f1/0-55_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
1197,Drift1/f1/0-55_80-100,70,all_in_one,complex,SGDClassifier,traditional,NOK
